Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,winner,winningTeam,Stage_code,Stadium_code,City_code,Home_Team_code,Away_Team_code,Referee_code,Assistant_1_code,Assistant_2_code
1930,13 Jul 1930 - 15:00 ,Group 1,Pocitos,Montevideo ,France,4,1,Mexico, ,4444.0,3,0,LOMBARDI Domingo (URU),CRISTOPHE Henry (BEL),REGO Gilberto (BRA),201,1096,FRA,MEX,1,France,2,124,83,23,45,191,86,291
1930,13 Jul 1930 - 15:00 ,Group 4,Parque Central,Montevideo ,USA,3,0,Belgium, ,18346.0,2,0,MACIAS Jose (ARG),MATEUCCI Francisco (URU),WARNKEN Alberto (CHI),201,1090,USA,BEL,1,USA,5,122,83,67,5,199,239,388
1930,14 Jul 1930 - 12:45 ,Group 2,Parque Central,Montevideo ,Yugoslavia,2,1,Brazil, ,24059.0,2,0,TEJADA Anibal (URU),VALLARINO Ricardo (URU),BALWAY Thomas (FRA),201,1093,YUG,BRA,1,Yugoslavia,3,122,83,71,7,325,354,34
1930,14 Jul 1930 - 14:50 ,Group 3,Pocitos,Montevideo ,Romania,3,1,Peru, ,2549.0,1,0,WARNKEN Alberto (CHI),LANGENUS Jean (BEL),MATEUCCI Francisco (URU),201,1098,ROU,PER,1,Romania,4,124,83,51,53,351,203,228
1930,15 Jul 1930 - 16:00 ,Group 1,Parque Central,Montevideo ,Argentina,1,0,France, ,23409.0,0,0,REGO Gilberto (BRA),SAUCEDO Ulises (BOL),RADULESCU Constantin (ROU),201,1085,ARG,FRA,1,Argentina,2,122,83,2,26,277,313,285
1930,16 Jul 1930 - 14:45 ,Group 1,Parque Central,Montevideo ,Chile,3,0,Mexico, ,9249.0,1,0,CRISTOPHE Henry (BEL),APHESTEGUY Martin (URU),LANGENUS Jean (BEL),201,1095,CHI,MEX,1,Chile,2,122,83,11,45,79,20,191
1930,17 Jul 1930 - 12:45 ,Group 2,Parque Central,Montevideo ,Yugoslavia,4,0,Bolivia, ,18306.0,0,0,MATEUCCI Francisco (URU),LOMBARDI Domingo (URU),WARNKEN Alberto (CHI),201,1092,YUG,BOL,1,Yugoslavia,3,122,83,71,6,214,216,388
1930,17 Jul 1930 - 14:45 ,Group 4,Parque Central,Montevideo ,USA,3,0,Paraguay, ,18306.0,2,0,MACIAS Jose (ARG),APHESTEGUY Martin (URU),TEJADA Anibal (URU),201,1097,USA,PAR,1,USA,5,122,83,67,52,199,20,351
1930,18 Jul 1930 - 14:30 ,Group 3,Estadio Centenario,Montevideo ,Uruguay,1,0,Peru, ,57735.0,0,0,LANGENUS Jean (BEL),BALWAY Thomas (FRA),CRISTOPHE Henry (BEL),201,1099,URU,PER,1,Uruguay,4,35,83,69,53,177,33,78
1930,19 Jul 1930 - 12:50 ,Group 1,Estadio Centenario,Montevideo ,Chile,1,0,France, ,2000.0,0,0,TEJADA Anibal (URU),LOMBARDI Domingo (URU),REGO Gilberto (BRA),201,1094,CHI,FRA,1,Chile,2,35,83,11,26,325,216,291
1930,19 Jul 1930 - 15:00 ,Group 1,Estadio Centenario,Montevideo ,Argentina,6,3,Mexico, ,42100.0,3,1,SAUCEDO Ulises (BOL),ALONSO Gualberto (URU),RADULESCU Constantin (ROU),201,1086,ARG,MEX,1,Argentina,2,35,83,2,45,296,14,285
1930,20 Jul 1930 - 13:00 ,Group 2,Estadio Centenario,Montevideo ,Brazil,4,0,Bolivia, ,25466.0,1,0,BALWAY Thomas (FRA),MATEUCCI Francisco (URU),VALLEJO Gaspar (MEX),201,1091,BRA,BOL,1,Brazil,3,35,83,7,6,31,239,368
1930,20 Jul 1930 - 15:00 ,Group 4,Estadio Centenario,Montevideo ,Paraguay,1,0,Belgium, ,12000.0,1,0,VALLARINO Ricardo (URU),MACIAS Jose (ARG),LOMBARDI Domingo (URU),201,1089,PAR,BEL,1,Paraguay,5,35,83,47,5,336,222,206
1930,21 Jul 1930 - 14:50 ,Group 3,Estadio Centenario,Montevideo ,Uruguay,4,0,Romania, ,70022.0,4,0,REGO Gilberto (BRA),WARNKEN Alberto (CHI),SAUCEDO Ulises (BOL),201,1100,URU,ROU,1,Uruguay,4,35,83,69,56,277,370,313
1930,22 Jul 1930 - 14:45 ,Group 1,Estadio Centenario,Montevideo ,Argentina,3,1,Chile, ,41459.0,2,1,LANGENUS Jean (BEL),CRISTOPHE Henry (BEL),SAUCEDO Ulises (BOL),201,1084,ARG,CHI,1,Argentina,2,35,83,2,11,177,86,313
1930,26 Jul 1930 - 14:45 ,Semi-finals,Estadio Centenario,Montevideo ,Argentina,6,1,USA, ,72886.0,1,0,LANGENUS Jean (BEL),VALLEJO Gaspar (MEX),WARNKEN Alberto (CHI),202,1088,ARG,USA,1,Argentina,21,35,83,2,72,177,355,388
1930,27 Jul 1930 - 14:45 ,Semi-finals,Estadio Centenario,Montevideo ,Uruguay,6,1,Yugoslavia, ,79867.0,3,1,REGO Gilberto (BRA),SAUCEDO Ulises (BOL),BALWAY Thomas (FRA),202,1101,URU,YUG,1,Uruguay,21,35,83,69,76,277,313,34
1930,30 Jul 1930 - 14:15 ,Final,Estadio Centenario,Montevideo ,Uruguay,4,2,Argentina, ,68346.0,1,2,LANGENUS Jean (BEL),SAUCEDO Ulises (BOL),CRISTOPHE Henry (BEL),405,1087,URU,ARG,1,Uruguay,0,35,83,69,2,177,313,78
1934,27 May 1934 - 16:30 ,Preliminary round,Stadio Benito Mussolini,Turin ,Austria,3,2,France,Austria win after extra time ,16000.0,0,0,VAN MOORSEL Johannes (NED),CAIRONI Camillo (ITA),BAERT Louis (BEL),204,1104,AUT,FRA,1,Austria,18,161,137,4,26,341,57,31
1934,27 May 1934 - 16:30 ,Preliminary round,Giorgio Ascarelli,Naples ,Hungary,4,2,Egypt, ,9000.0,2,2,BARLASSINA Rinaldo (ITA),DATTILO Generoso (ITA),SASSI Otello (ITA),204,1119,HUN,EGY,1,Hungary,18,65,87,31,23,33,94,312
1934,27 May 1934 - 16:30 ,Preliminary round,San Siro,Milan ,Switzerland,3,2,Netherlands, ,33000.0,2,1,EKLIND Ivan (SWE),BERANEK Alois (AUT),BONIVENTO Ferruccio (ITA),204,1133,SUI,NED,1,Switzerland,18,142,81,63,47,104,39,45
1934,27 May 1934 - 16:30 ,Preliminary round,Littorale,Bologna ,Sweden,3,2,Argentina, ,14000.0,1,1,BRAUN Eugen (AUT),CARRARO Albino (ITA),TURBIANI Giuseppe (ITA),204,1102,SWE,ARG,1,Sweden,18,92,12,62,2,48,66,363
1934,27 May 1934 - 16:30 ,Preliminary round,Giovanni Berta,Florence ,Germany,5,2,Belgium, ,8000.0,1,2,MATTEA Francesco (ITA),MELANDRI Ermenegildo (ITA),BAERT Jacques (FRA),204,1108,GER,BEL,1,Germany,18,66,36,25,5,216,244,30
1934,27 May 1934 - 16:30 ,Preliminary round,Luigi Ferraris,Genoa ,Spain,3,1,Brazil, ,21000.0,3,0,BIRLEM Alfred (GER),CARMINATI Ettore (ITA),IVANCSICS Mihaly (HUN),204,1111,ESP,BRA,1,Spain,18,95,41,61,7,42,65,163
1934,27 May 1934 - 16:30 ,Preliminary round,Nazionale PNF,Rome ,Italy,7,1,USA, ,25000.0,3,0,MERCET Rene (SUI),ESCARTIN Pedro (ESP),ZENISEK Bohumil (TCH),204,1135,ITA,USA,1,Italy,18,105,113,35,72,224,121,405
1934,27 May 1934 - 16:30 ,Preliminary round,Littorio,Trieste ,Czechoslovakia,2,1,Romania, ,9000.0,0,1,LANGENUS Jean (BEL),SCARPI Giuseppe (ITA),SCORZONI Raffaele (ITA),204,1141,TCH,ROU,1,Czechoslovakia,18,93,135,18,56,177,314,324
1934,31 May 1934 - 16:30 ,Quarter-finals,Stadio Benito Mussolini,Turin ,Czechoslovakia,3,2,Switzerland, ,12000.0,1,1,BERANEK Alois (AUT),MOHAMED Youssuf (EGY),BAERT Jacques (FRA),418,1143,TCH,SUI,1,Czechoslovakia,19,161,137,18,68,41,251,30
1934,31 May 1934 - 16:30 ,Quarter-finals,San Siro,Milan ,Germany,2,1,Sweden, ,3000.0,0,0,BARLASSINA Rinaldo (ITA),MERCET Rene (SUI),VAN MOORSEL Johannes (NED),418,1129,GER,SWE,1,Germany,19,142,81,25,67,33,247,375
1934,31 May 1934 - 16:30 ,Quarter-finals,Giovanni Berta,Florence ,Italy,1,1,Spain, ,35000.0,0,0,BAERT Louis (BEL),ZENISEK Bohumil (TCH),IVANCSICS Mihaly (HUN),418,1122,ITA,ESP,0,Spain,19,66,36,35,66,26,385,163
1934,31 May 1934 - 16:30 ,Quarter-finals,Littorale,Bologna ,Austria,2,1,Hungary, ,23000.0,1,0,MATTEA Francesco (ITA),ESCARTIN Pedro (ESP),BIRLEM Alfred (GER),418,1106,AUT,HUN,1,Austria,19,92,12,4,34,216,121,43
1934,01 Jun 1934 - 16:30 ,Quarter-finals,Giovanni Berta,Florence ,Italy,1,0,Spain, ,43000.0,1,0,MERCET Rene (SUI),IVANCSICS Mihaly (HUN),ZENISEK Bohumil (TCH),418,1123,ITA,ESP,1,Italy,19,66,36,35,66,224,178,405
1934,03 Jun 1934 - 16:30 ,Semi-finals,San Siro,Milan ,Italy,1,0,Austria, ,35000.0,1,0,EKLIND Ivan (SWE),BAERT Louis (BEL),ZENISEK Bohumil (TCH),3492,1107,ITA,AUT,1,Italy,21,142,81,35,4,104,31,405
1934,03 Jun 1934 - 16:30 ,Semi-finals,Nazionale PNF,Rome ,Czechoslovakia,3,1,Germany, ,15000.0,1,0,BARLASSINA Rinaldo (ITA),BERANEK Alois (AUT),ESCARTIN Pedro (ESP),3492,1130,TCH,GER,1,Czechoslovakia,21,105,113,18,28,33,39,113
1934,07 Jun 1934 - 18:00 ,Match for third place,Giorgio Ascarelli,Naples ,Germany,3,2,Austria, ,7000.0,3,1,CARRARO Albino (ITA),CAIRONI Camillo (ITA),ESCARTIN Pedro (ESP),3491,1105,GER,AUT,1,Germany,16,65,87,25,4,64,57,113
1934,10 Jun 1934 - 17:30 ,Final,Nazionale PNF,Rome ,Italy,2,1,Czechoslovakia,Italy win after extra time ,55000.0,0,0,EKLIND Ivan (SWE),BAERT Louis (BEL),IVANCSICS Mihaly (HUN),3490,1134,ITA,TCH,1,Italy,0,105,113,35,18,104,31,163
1938,04 Jun 1938 - 17:00 ,First round,Parc des Princes,Paris ,Switzerland,1,1,Germany, ,27152.0,0,0,LANGENUS Jean (BEL),MARENCO Paul (FRA),VAN MOORSEL Johannes (NED),206,1165,SUI,GER,0,Germany,1,120,102,63,28,177,229,375
1938,05 Jun 1938 - 17:00 ,First round,Velodrome Municipale,Reims ,Hungary,6,0,Dutch East Indies, ,9000.0,4,0,CONRIE Roger (FRA),DE LA SALLE Charles (FRA),WEINGARTNER Karl (AUT),206,1173,HUN,INH,1,Hungary,1,170,110,31,21,76,97,391
1938,05 Jun 1938 - 17:00 ,First round,Stade Olympique,Colombes ,France,3,1,Belgium, ,30454.0,2,1,WUETHRICH Hans (SUI),KRIST Gustav (TCH),BIRLEM Alfred (GER),206,1146,FRA,BEL,1,France,1,155,23,23,5,359,199,43
1938,05 Jun 1938 - 17:00 ,First round,Stade Municipal,Toulouse ,Cuba,3,3,Romania, ,7000.0,0,0,SCARPI Giuseppe (ITA),VALPREDE Ferdinand (FRA),MERKCX Jean (FRA),206,1156,CUB,ROU,0,Romania,1,154,134,16,56,298,356,235
1938,05 Jun 1938 - 17:00 ,First round,Stade V�lodrome,Marseilles ,Italy,2,1,Norway,Italy win after extra time ,19000.0,0,0,BERANEK Alois (AUT),BOUTOURE D. (FRA),TREHOU D. (FRA),206,1179,ITA,NOR,1,Italy,1,156,77,35,51,41,45,359
1938,05 Jun 1938 - 17:30 ,First round,Stade de la Meinau,Strasbourg ,Brazil,6,5,Poland,Brazil win after extra time ,13452.0,0,0,EKLIND Ivan (SWE),POISSANT Louis (FRA),KISSENBERGER Ernest (FRA),206,1150,BRA,POL,1,Brazil,1,159,129,7,54,104,281,180
1938,05 Jun 1938 - 18:30 ,First round,Cavee Verte,Le Havre ,Czechoslovakia,3,0,Netherlands,Czechoslovakia win after extra time ,11000.0,0,0,LECLERCQ Lucien (FRA),OLIVE D. (FRA),SDEZ Victor (FRA),206,1172,TCH,NED,1,Czechoslovakia,1,16,60,18,47,181,264,325
1938,09 Jun 1938 - 18:00 ,First round,Stade Municipal,Toulouse ,Cuba,2,1,Romania, ,8000.0,0,1,BIRLEM Alfred (GER),CAPDEVILLE Pierre (FRA),MARENCO Paul (FRA),206,1157,CUB,ROU,1,Cuba,1,154,134,16,56,42,62,220
1938,09 Jun 1938 - 18:00 ,First round,Parc des Princes,Paris ,Switzerland,4,2,Germany, ,20025.0,1,2,EKLIND Ivan (SWE),BAERT Louis (BEL),VAN MOORSEL Johannes (NED),206,1166,SUI,GER,1,Switzerland,1,120,102,63,28,104,31,375
1938,12 Jun 1938 - 17:00 ,Quarter-finals,Stade du Parc Lescure,Bordeaux ,Brazil,1,1,Czechoslovakia, ,22021.0,0,0,VON HERTZKA Pal (HUN),SCARPI Giuseppe (ITA),DE LA SALLE Charles (FRA),429,1152,BRA,TCH,0,Czechoslovakia,19,160,14,7,18,350,314,87
1938,12 Jun 1938 - 17:00 ,Quarter-finals,Victor Boucquey,Lille ,Hungary,2,0,Switzerland, ,15000.0,1,0,BARLASSINA Rinaldo (ITA),BERANEK Alois (AUT),BOUTOURE D. (FRA),429,1175,HUN,SUI,1,Hungary,19,172,64,31,68,33,39,47
1938,12 Jun 1938 - 17:00 ,Quarter-finals,Fort Carree,Antibes ,Sweden,8,0,Cuba, ,7000.0,4,0,KRIST Gustav (TCH),WEINGARTNER Karl (AUT),SDEZ Victor (FRA),429,1158,SWE,CUB,1,Sweden,19,58,1,62,16,168,372,325
1938,12 Jun 1938 - 17:00 ,Quarter-finals,Stade Olympique,Colombes ,Italy,3,1,France, ,58455.0,1,1,BAERT Louis (BEL),WUETHRICH Hans (SUI),EKLIND Ivan (SWE),429,1164,ITA,FRA,1,Italy,19,155,23,35,26,26,377,108
1938,14 Jun 1938 - 18:00 ,Quarter-finals,Stade du Parc Lescure,Bordeaux ,Brazil,2,1,Czechoslovakia, ,18141.0,0,1,CAPDEVILLE Georges (FRA),MARENCO Paul (FRA),KISSENBERGER Ernest (FRA),429,1153,BRA,TCH,1,Brazil,19,160,14,7,18,62,229,180
1938,16 Jun 1938 - 18:00 ,Semi-finals,Parc des Princes,Paris ,Hungary,5,1,Sweden, ,20000.0,3,1,LECLERCQ Lucien (FRA),VAN MOORSEL Johannes (NED),SCARPI Giuseppe (ITA),3489,1176,HUN,SWE,1,Hungary,21,120,102,31,67,181,359,315
1938,16 Jun 1938 - 18:00 ,Semi-finals,Stade V�lodrome,Marseilles ,Italy,2,1,Brazil, ,33000.0,0,0,WUETHRICH Hans (SUI),BERANEK Alois (AUT),MARENCO Paul (FRA),3489,1149,ITA,BRA,1,Italy,21,156,77,35,7,359,39,220
1938,19 Jun 1938 - 17:00 ,Match for third place,Stade du Parc Lescure,Bordeaux ,Brazil,4,2,Sweden, ,12000.0,1,2,LANGENUS Jean (BEL),OLIVE D. (FRA),VALPREDE Ferdinand (FRA),3488,1151,BRA,SWE,1,Brazil,16,160,14,7,67,177,264,369
1938,19 Jun 1938 - 17:00 ,Final,Stade Olympique,Colombes ,Italy,4,2,Hungary, ,45000.0,3,1,CAPDEVILLE Georges (FRA),WUETHRICH Hans (SUI),KRIST Gustav (TCH),3487,1174,ITA,HUN,1,Italy,0,155,23,35,34,62,377,187
1950,24 Jun 1950 - 15:00 ,Group 1,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro ,Brazil,4,0,Mexico, ,81649.0,1,0,READER George (ENG),GRIFFITHS Benjamin (WAL),MITCHELL George (SCO),208,1187,BRA,MEX,1,Brazil,2,99,112,7,45,276,159,239
1950,25 Jun 1950 - 15:00 ,Group 2,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro ,England,2,0,Chile, ,29703.0,1,0,VAN DER MEER Karel (NED),GARDELLI Mario (BRA),DAHLNER Gunnar (SWE),208,1192,ENG,CHI,1,England,3,99,112,22,11,338,144,82
1950,25 Jun 1950 - 15:00 ,Group 2,Durival de Brito,Curitiba ,Spain,3,1,USA, ,9511.0,0,1,VIANA Mario (BRA),DA COSTA VIEIRA Jose (POR),DE LA SALLE Charles (FRA),208,1208,ESP,USA,1,Spain,3,28,26,61,72,348,88,87
1950,25 Jun 1950 - 15:00 ,Group 3,Pacaembu,Sao Paulo ,Sweden,3,2,Italy, ,36502.0,2,1,LUTZ Jean (SUI),BERANEK Alois (AUT),TEJADA Carlos (MEX),208,1219,SWE,ITA,1,Sweden,4,119,122,62,39,197,39,352
1950,25 Jun 1950 - 15:00 ,Group 1,Independencia,Belo Horizonte ,Yugoslavia,3,0,Switzerland, ,7336.0,0,0,GALEATI Giovanni (ITA),EKLIND Ivan (SWE),DATTILO Generoso (ITA),208,1230,YUG,SUI,1,Yugoslavia,2,76,6,71,68,123,116,85
1950,28 Jun 1950 - 15:00 ,Group 1,Pacaembu,Sao Paulo ,Brazil,2,2,Switzerland, ,42032.0,2,1,AZON ROMA Ramon (ESP),BUSTAMANTE Sergio (CHI),DE NICOLA Cayetano (PAR),208,1188,BRA,SUI,0,Switzerland,2,119,122,7,68,22,55,90
1950,28 Jun 1950 - 15:00 ,Group 1,Eucaliptos,Porto Alegre ,Yugoslavia,4,1,Mexico, ,11078.0,2,0,LEAFE Reginald (ENG),DAHLNER Gunnar (SWE),VAN DER MEER Karel (NED),208,1225,YUG,MEX,1,Yugoslavia,2,49,105,71,45,180,90,372
1950,29 Jun 1950 - 15:00 ,Group 2,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro ,Spain,2,0,Chile, ,19790.0,2,0,MALCHER Alberto (BRA),MARINO Esteban (URU),ALVAREZ Alfredo (BOL),208,1193,ESP,CHI,1,Spain,3,99,112,61,11,205,230,15
1950,29 Jun 1950 - 15:30 ,Group 3,Durival de Brito,Curitiba ,Sweden,2,2,Paraguay, ,7903.0,2,1,MITCHELL Robert (SCO),LEMESIC Leo (YUG),GARCIA Prudencio (USA),208,1228,SWE,PAR,0,Paraguay,4,28,26,62,52,228,208,135
1950,29 Jun 1950 - 15:00 ,Group 2,Independencia,Belo Horizonte ,USA,1,0,England, ,10151.0,1,0,DATTILO Generoso (ITA),DE LA SALLE Charles (FRA),GALEATI Giovanni (ITA),208,1202,USA,ENG,1,USA,3,76,6,67,25,88,97,132
1950,01 Jul 1950 - 15:00 ,Group 1,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro ,Brazil,2,0,Yugoslavia, ,142429.0,1,0,GRIFFITHS Benjamin (WAL),BERANEK Alois (AUT),DA COSTA VIEIRA Jose (POR),208,1191,BRA,YUG,1,Brazil,2,99,112,7,76,137,39,80
1950,02 Jul 1950 - 15:00 ,Group 2,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro ,Spain,1,0,England, ,74462.0,0,0,GALEATI Giovanni (ITA),LUTZ Jean (SUI),DATTILO Generoso (ITA),208,1199,ESP,ENG,1,Spain,3,99,112,61,25,123,220,85
1950,02 Jul 1950 - 15:00 ,Group 3,Pacaembu,Sao Paulo ,Italy,2,0,Paraguay, ,25811.0,1,0,ELLIS Arthur (ENG),GARCIA Prudencio (USA),DE LA SALLE Charles (FRA),208,1218,ITA,PAR,1,Italy,4,119,122,35,52,108,142,87
1950,02 Jul 1950 - 15:00 ,Group 4,Independencia,Belo Horizonte ,Uruguay,8,0,Bolivia, ,5284.0,4,0,READER George (ENG),VIANA Mario (BRA),LEMESIC Leo (YUG),208,1185,URU,BOL,1,Uruguay,5,76,6,69,6,276,366,196
1950,02 Jul 1950 - 15:40 ,Group 1,Eucaliptos,Porto Alegre ,Switzerland,2,1,Mexico, ,3580.0,2,0,EKLIND Ivan (SWE),DAHLNER Gunnar (SWE),BUSTAMANTE Sergio (CHI),208,1222,SUI,MEX,1,Switzerland,2,49,105,63,45,104,90,58
1950,02 Jul 1950 - 15:00 ,Group 2,Ilha do Retiro,Recife ,Chile,5,2,USA, ,8501.0,2,0,GARDELLI Mario (BRA),HEYEN Mario Ruben (PAR),ALVAREZ Alfredo (BOL),208,1194,CHI,USA,1,Chile,3,74,109,11,72,127,168,15
1950,09 Jul 1950 - 15:00 ,Group 6,Pacaembu,Sao Paulo ,Uruguay,2,2,Spain, ,44802.0,1,2,GRIFFITHS Benjamin (WAL),DATTILO Generoso (ITA),ALVAREZ Alfredo (BOL),209,1207,URU,ESP,0,Spain,7,119,122,69,66,137,94,15
1950,09 Jul 1950 - 15:00 ,Group 6,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro ,Brazil,7,1,Sweden, ,138886.0,3,0,ELLIS Arthur (ENG),GARCIA Prudencio (USA),DE LA SALLE Charles (FRA),209,1189,BRA,SWE,1,Brazil,7,99,112,7,67,108,142,87
1950,13 Jul 1950 - 15:00 ,Group 6,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro ,Brazil,6,1,Spain, ,152772.0,3,0,LEAFE Reginald (ENG),MITCHELL George (SCO),DA COSTA VIEIRA Jose (POR),209,1186,BRA,ESP,1,Brazil,7,99,112,7,66,180,250,80
1950,13 Jul 1950 - 15:00 ,Group 6,Pacaembu,Sao Paulo ,Uruguay,3,2,Sweden, ,7987.0,1,2,GALEATI Giovanni (ITA),BERANEK Alois (AUT),DE NICOLA Cayetano (PAR),209,1231,URU,SWE,1,Uruguay,7,119,122,69,67,123,39,90
1950,16 Jul 1950 - 15:00 ,Group 6,Pacaembu,Sao Paulo ,Sweden,3,1,Spain, ,11227.0,2,0,VAN DER MEER Karel (NED),LUTZ Jean (SUI),GARCIA Prudencio (USA),209,1206,SWE,ESP,1,Sweden,7,119,122,62,66,338,220,135
1950,16 Jul 1950 - 15:00 ,Group 6,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro ,Uruguay,2,1,Brazil, ,173850.0,0,0,READER George (ENG),ELLIS Arthur (ENG),MITCHELL George (SCO),209,1190,URU,BRA,1,Uruguay,7,99,112,69,7,276,117,239
1954,16 Jun 1954 - 18:00 ,Group 3,Wankdorf Stadium,Berne ,Uruguay,2,0,Czechoslovakia, ,20500.0,0,0,ELLIS Arthur (ENG),LING William (ENG),SCHICKER Werner (SUI),211,1315,URU,TCH,1,Uruguay,4,176,9,69,18,108,212,317
1954,16 Jun 1954 - 18:00 ,Group 3,Hardturm,Zurich ,Austria,1,0,Scotland, ,25000.0,1,0,FRANKEN Laurent (BEL),VIANA Mario (BRA),GULDE Josef (SUI),211,1236,AUT,SCO,1,Austria,4,71,150,4,59,119,366,152
1954,16 Jun 1954 - 18:00 ,Group 1,Charmilles,Geneva ,Brazil,5,0,Mexico, ,13470.0,4,0,WYSSLING Paul (SUI),SCHONHOLZER Ernest (SUI),DA COSTA VIEIRA Jose (POR),211,1249,BRA,MEX,1,Brazil,2,17,40,7,45,361,318,80
1954,16 Jun 1954 - 18:00 ,Group 1,La Pontaise,Lausanne ,Yugoslavia,1,0,France, ,16000.0,1,0,GRIFFITHS Benjamin (WAL),BAUMBERGER Rene (SUI),ASENSI Manuel (ESP),211,1276,YUG,FRA,1,Yugoslavia,2,89,59,71,26,137,37,25
1954,17 Jun 1954 - 18:00 ,Group 2,Wankdorf Stadium,Berne ,Germany FR,4,1,Turkey, ,28000.0,1,1,DA COSTA VIEIRA Jose (POR),ZSOLT Istvan (HUN),MERLOTTI Armand (SUI),211,1283,FRG,TUR,1,Germany FR,3,176,9,26,71,82,386,236
1954,17 Jun 1954 - 18:00 ,Group 2,Hardturm,Zurich ,Hungary,9,0,Korea Republic, ,13000.0,4,0,VINCENTI Raymond (FRA),VON GUNTER Albert (SUI),STEINER Carl (AUT),211,1294,HUN,KOR,1,Hungary,3,71,150,31,43,349,369,343
1954,17 Jun 1954 - 18:10 ,Group 4,St. Jakob,Basel ,England,4,4,Belgium, ,14000.0,0,0,SCHMETZER Emil (FRG),BUCHMUELLER Fritz (SUI),RUFFLI Willy (SUI),211,1240,ENG,BEL,0,Belgium,5,151,5,22,5,300,51,301
1954,17 Jun 1954 - 17:50 ,Group 4,La Pontaise,Lausanne ,Switzerland,2,1,Italy, ,43000.0,1,1,VIANA Mario (BRA),ASENSI Manuel (ESP),MARINO Esteban (URU),211,1300,SUI,ITA,1,Switzerland,5,89,59,63,39,348,26,221
1954,19 Jun 1954 - 16:50 ,Group 3,St. Jakob,Basel ,Uruguay,7,0,Scotland, ,34000.0,2,0,ORLANDINI Vincenzo (ITA),WYSSLING Paul (SUI),GUIDI Denilo (SUI),211,1313,URU,SCO,1,Uruguay,4,151,5,69,59,244,379,151
1954,19 Jun 1954 - 17:00 ,Group 3,Hardturm,Zurich ,Austria,5,0,Czechoslovakia, ,26000.0,4,0,STEFANOVIC Vasa (YUG),DOERFLINGER Ernst (SUI),GULDE Josef (SUI),211,1238,AUT,TCH,1,Austria,4,71,150,4,18,317,103,152
1954,19 Jun 1954 - 17:10 ,Group 1,Charmilles,Geneva ,France,3,2,Mexico, ,19000.0,1,0,ASENSI Manuel (ESP),FRANKEN Laurent (BEL),BAUMBERGER Rene (SUI),211,1275,FRA,MEX,1,France,2,17,40,23,45,19,135,38
1954,19 Jun 1954 - 17:00 ,Group 1,La Pontaise,Lausanne ,Brazil,1,1,Yugoslavia, ,24637.0,0,0,FAULTLESS Charlie (SCO),ELLIS Arthur (ENG),VON GUNTER Albert (SUI),211,1252,BRA,YUG,0,Yugoslavia,2,89,59,7,76,115,117,386
1954,20 Jun 1954 - 16:50 ,Group 2,St. Jakob,Basel ,Hungary,8,3,Germany FR, ,56000.0,3,1,LING William (ENG),SCHICKER Werner (SUI),GRIFFITHS Benjamin (WAL),211,1277,HUN,FRG,1,Hungary,3,151,5,31,29,187,316,149
1954,20 Jun 1954 - 17:00 ,Group 2,Charmilles,Geneva ,Turkey,7,0,Korea Republic, ,4000.0,4,0,MARINO Esteban (URU),ORLANDINI Vincenzo (ITA),SCHONHOLZER Ernest (SUI),211,1304,TUR,KOR,1,Turkey,3,17,40,66,43,207,266,321
1954,20 Jun 1954 - 17:10 ,Group 4,Wankdorf Stadium,Berne ,England,2,0,Switzerland, ,43500.0,1,0,ZSOLT Istvan (HUN),DA COSTA VIEIRA Jose (POR),STEFANOVIC Vasa (YUG),211,1263,ENG,SUI,1,England,5,176,9,22,68,365,88,342
1954,20 Jun 1954 - 17:00 ,Group 4,Comunale di Cornaredo,Lugano ,Italy,4,1,Belgium, ,24000.0,1,0,STEINER Carl (AUT),VINCENTI Raymond (FRA),SCHMETZER Emil (FRG),211,1243,ITA,BEL,1,Italy,5,20,68,35,5,318,368,318
1954,23 Jun 1954 - 18:00 ,Group 2,Hardturm,Zurich ,Germany FR,7,2,Turkey, ,17000.0,3,1,VINCENTI Raymond (FRA),FAULTLESS Charlie (SCO),DOERFLINGER Ernst (SUI),211,1284,FRG,TUR,1,Germany FR,3,71,150,26,71,349,129,98
1954,23 Jun 1954 - 18:00 ,Group 4,St. Jakob,Basel ,Switzerland,4,1,Italy, ,30000.0,1,0,GRIFFITHS Benjamin (WAL),DA COSTA VIEIRA Jose (POR),LING William (ENG),211,1301,SUI,ITA,1,Switzerland,5,151,5,63,39,137,88,200
1954,26 Jun 1954 - 17:00 ,Quarter-finals,St. Jakob,Basel ,Uruguay,4,2,England, ,28000.0,2,1,STEINER Carl (AUT),STEFANOVIC Vasa (YUG),ORLANDINI Vincenzo (ITA),212,1264,URU,ENG,1,Uruguay,19,151,5,69,25,318,333,259
